Purpose,EntryPeriod,ReturnPeriod,Percent
1,31,8,0
1,31,9,0
1,31,10,0
1,31,11,0
1,31,12,0
1,31,13,0
1,31,14,0
1,31,15,0
1,31,16,0
1,31,17,0
1,31,18,0
1,31,19,0
1,31,20,0
1,31,21,0
1,31,22,0
1,31,23,0
1,31,24,0
1,31,25,0
1,31,26,0
1,31,27,0
1,31,28,0
1,31,29,0
1,31,30,0
1,31,31,0
1,31,32,0
1,31,33,0.000334556
1,31,34,0
1,31,35,5.49E-05
1,31,36,0.001160062
1,31,37,0
1,31,38,0.000376866
1,31,39,9.72E-05
1,31,40,0.000133546
1,31,41,0
1,31,42,0.000133959
1,31,43,0.001018035
1,31,44,0
1,31,45,0
1,31,46,0
1,31,47,0
1,31,48,0
1,32,1,0
1,32,2,0
1,32,3,0
1,32,4,0
1,32,5,0
1,32,6,0
1,32,7,0
1,32,8,0
1,32,9,0
1,32,10,0
1,32,11,0
1,32,12,0
1,32,13,0
1,32,14,0
1,32,15,0
1,32,16,0
1,32,17,0
1,32,18,0
1,32,19,0
1,32,20,0
1,32,21,0
1,32,22,0
1,32,23,0
1,32,24,0
1,32,25,0
1,32,26,0
1,32,27,0
1,32,28,0
1,32,29,0
1,32,30,0
1,32,31,0
1,32,32,0
1,32,33,0
1,32,34,0
1,32,35,9.29E-05
1,32,36,0.00019955
1,32,37,0.000167646
1,32,38,0.00011787
1,32,39,0.000217267
1,32,40,0
1,32,41,0
1,32,42,0
1,32,43,0
1,32,44,0
1,32,45,0
1,32,46,0
1,32,47,0
1,32,48,0
1,33,1,0
1,33,2,0
1,33,3,0
1,33,4,0
1,33,5,0
1,33,6,0
1,33,7,0
1,33,8,0
1,33,9,0
1,33,10,0
1,33,11,0
1,33,12,0
1,33,13,0
1,33,14,0
1,33,15,0
1,33,16,0
1,33,17,0
1,33,18,0
1,33,19,0
1,33,20,0
1,33,21,0
1,33,22,0
1,33,23,0
1,33,24,0
1,33,25,0
1,33,26,0
1,33,27,0
1,33,28,0
1,33,29,0
1,33,30,0
1,33,31,0
1,33,32,0
1,33,33,0
1,33,34,0.007555984
1,33,35,0
1,33,36,0
1,33,37,9.70E-05
1,33,38,0.000550106
1,33,39,0
1,33,40,0.000117377
1,33,41,0
1,33,42,0
1,33,43,0
1,33,44,0
1,33,45,0
1,33,46,0
1,33,47,0
1,33,48,0.000188031
1,34,1,0
1,34,2,0
1,34,3,0
1,34,4,0
1,34,5,0
1,34,6,0
1,34,7,0
1,34,8,0
1,34,9,0
1,34,10,0
1,34,11,0
1,34,12,0
1,34,13,0
1,34,14,0
1,34,15,0
1,34,16,0
1,34,17,0
1,34,18,0
1,34,19,0
1,34,20,0
1,34,21,0
1,34,22,0
1,34,23,0
1,34,24,0
1,34,25,0
1,34,26,0
1,34,27,0
1,34,28,0
1,34,29,0
1,34,30,0
1,34,31,0
1,34,32,0
1,34,33,0
1,34,34,0
1,34,35,0
1,34,36,0.000366862
1,34,37,0
1,34,38,0.000139099
1,34,39,0.00036273
1,34,40,0
1,34,41,0
1,34,42,0
1,34,43,0
1,34,44,0
1,34,45,0
1,34,46,0
1,34,47,0
1,34,48,0.000413319
1,35,1,0
1,35,2,0
1,35,3,0
1,35,4,0
1,35,5,0
1,35,6,0
1,35,7,0
1,35,8,0
1,35,9,0
1,35,10,0
1,35,11,0
1,35,12,0
1,35,13,0
1,35,14,0
1,35,15,0
1,35,16,0
1,35,17,0
1,35,18,0
1,35,19,0
1,35,20,0
1,35,21,0
1,35,22,0
1,35,23,0
1,35,24,0
1,35,25,0
1,35,26,0
1,35,27,0
1,35,28,0
1,35,29,0
1,35,30,0
1,35,31,0
1,35,32,0
1,35,33,0
1,35,34,0
1,35,35,0
1,35,36,0
1,35,37,0
1,35,38,0
1,35,39,0
1,35,40,0
1,35,41,0
1,35,42,0
1,35,43,0
1,35,44,0
1,35,45,0
1,35,46,0
1,35,47,0
1,35,48,0
1,36,1,0
1,36,2,0
1,36,3,0
1,36,4,0
1,36,5,0
1,36,6,0
1,36,7,0
1,36,8,0
1,36,9,0
1,36,10,0
1,36,11,0
1,36,12,0
1,36,13,0
1,36,14,0
1,36,15,0
1,36,16,0
1,36,17,0
1,36,18,0
1,36,19,0
1,36,20,0
1,36,21,0
1,36,22,0
1,36,23,0
1,36,24,0
1,36,25,0
1,36,26,0
1,36,27,0
1,36,28,0
1,36,29,0
1,36,30,0
1,36,31,0
1,36,32,0
1,36,33,0
1,36,34,0
1,36,35,0
1,36,36,0
1,36,37,0
1,36,38,0
1,36,39,0
1,36,40,0
1,36,41,0
1,36,42,0
1,36,43,0
1,36,44,0
1,36,45,0
1,36,46,0
1,36,47,0
1,36,48,0
1,37,1,0
1,37,2,0
1,37,3,0
1,37,4,0
1,37,5,0
1,37,6,0
1,37,7,0
1,37,8,0
1,37,9,0
1,37,10,0
1,37,11,0
1,37,12,0
1,37,13,0
1,37,14,0
1,37,15,0
1,37,16,0
1,37,17,0
1,37,18,0
1,37,19,0
1,37,20,0
1,37,21,0
1,37,22,0
1,37,23,0
1,37,24,0
1,37,25,0
1,37,26,0
1,37,27,0
1,37,28,0
1,37,29,0
1,37,30,0
1,37,31,0
1,37,32,0
1,37,33,0
1,37,34,0
1,37,35,0
1,37,36,0
1,37,37,0
1,37,38,0
1,37,39,0
1,37,40,0
1,37,41,0
1,37,42,0.000159983
1,37,43,0
1,37,44,0
1,37,45,0
1,37,46,0
1,37,47,0
1,37,48,0
1,38,1,0
1,38,2,0
1,38,3,0
1,38,4,0
1,38,5,0
1,38,6,0
1,38,7,0
1,38,8,0
1,38,9,0
1,38,10,0
1,38,11,0
1,38,12,0
1,38,13,0
1,38,14,0
1,38,15,0
1,38,16,0
1,38,17,0
1,38,18,0
1,38,19,0
1,38,20,0
1,38,21,0
1,38,22,0
1,38,23,0
1,38,24,0
1,38,25,0
1,38,26,0
1,38,27,0
1,38,28,0
1,38,29,0
1,38,30,0
1,38,31,0
1,38,32,0
1,38,33,0
1,38,34,0
1,38,35,0
1,38,36,0
1,38,37,0
1,38,38,0
1,38,39,0
1,38,40,0
1,38,41,0.000109095
1,38,42,0
1,38,43,0
1,38,44,0
1,38,45,0
1,38,46,0
1,38,47,0
1,38,48,0
1,39,1,0
1,39,2,0
1,39,3,0
1,39,4,0
1,39,5,0
1,39,6,0
1,39,7,0
1,39,8,0
1,39,9,0
1,39,10,0
1,39,11,0
1,39,12,0
1,39,13,0
1,39,14,0
1,39,15,0
1,39,16,0
1,39,17,0
1,39,18,0
1,39,19,0
1,39,20,0
1,39,21,0
1,39,22,0
1,39,23,0
1,39,24,0
1,39,25,0
1,39,26,0
1,39,27,0
1,39,28,0
1,39,29,0
1,39,30,0
1,39,31,0
1,39,32,0
1,39,33,0
1,39,34,0
1,39,35,0
1,39,36,0
1,39,37,0
1,39,38,0
1,39,39,0
1,39,40,0
1,39,41,0
1,39,42,0
1,39,43,0
1,39,44,0
1,39,45,0
1,39,46,0
1,39,47,0
1,39,48,0
1,40,1,0
1,40,2,0
1,40,3,0
1,40,4,0
1,40,5,0
1,40,6,0
1,40,7,0
1,40,8,0
1,40,9,0
1,40,10,0
1,40,11,0
1,40,12,0
1,40,13,0
1,40,14,0
1,40,15,0
1,40,16,0
1,40,17,0
1,40,18,0
1,40,19,0
1,40,20,0
1,40,21,0
1,40,22,0
1,40,23,0
1,40,24,0
1,40,25,0
1,40,26,0
1,40,27,0
1,40,28,0
1,40,29,0
1,40,30,0
1,40,31,0
1,40,32,0
1,40,33,0
1,40,34,0
1,40,35,0
1,40,36,0
1,40,37,0
1,40,38,0
1,40,39,0
1,40,40,0
1,40,41,0
1,40,42,0
1,40,43,0
1,40,44,0
1,40,45,0
1,40,46,0
1,40,47,0
1,40,48,0
1,41,1,0
1,41,2,0
1,41,3,0
1,41,4,0
1,41,5,0
1,41,6,0
1,41,7,0
1,41,8,0
1,41,9,0
1,41,10,0
1,41,11,0
1,41,12,0
1,41,13,0
1,41,14,0
1,41,15,0
1,41,16,0
1,41,17,0
1,41,18,0
1,41,19,0
1,41,20,0
1,41,21,0
1,41,22,0
1,41,23,0
1,41,24,0
1,41,25,0
1,41,26,0
1,41,27,0
1,41,28,0
1,41,29,0
1,41,30,0
1,41,31,0
1,41,32,0
1,41,33,0
1,41,34,0
1,41,35,0
1,41,36,0
1,41,37,0
1,41,38,0
1,41,39,0
1,41,40,0
1,41,41,0
1,41,42,0
1,41,43,0
1,41,44,0
1,41,45,0
1,41,46,0
1,41,47,0
1,41,48,0
1,42,1,0
1,42,2,0
1,42,3,0
1,42,4,0
1,42,5,0
1,42,6,0
1,42,7,0
1,42,8,0
1,42,9,0
1,42,10,0
1,42,11,0
1,42,12,0
1,42,13,0
1,42,14,0
1,42,15,0
1,42,16,0
1,42,17,0
1,42,18,0
1,42,19,0
1,42,20,0
1,42,21,0
1,42,22,0
1,42,23,0
1,42,24,0
1,42,25,0
1,42,26,0
1,42,27,0
1,42,28,0
1,42,29,0
1,42,30,0
1,42,31,0
1,42,32,0
1,42,33,0
1,42,34,0
1,42,35,0
1,42,36,0
1,42,37,0
1,42,38,0
1,42,39,0
1,42,40,0
1,42,41,0
1,42,42,0
1,42,43,0
1,42,44,0
1,42,45,0
1,42,46,0
1,42,47,0
1,42,48,0
1,43,1,0
1,43,2,0
1,43,3,0
1,43,4,0
1,43,5,0
1,43,6,0
1,43,7,0
1,43,8,0
1,43,9,0
1,43,10,0
1,43,11,0
1,43,12,0
1,43,13,0
1,43,14,0
1,43,15,0
1,43,16,0
1,43,17,0
1,43,18,0
1,43,19,0
1,43,20,0
1,43,21,0
1,43,22,0
1,43,23,0
1,43,24,0
1,43,25,0
1,43,26,0
1,43,27,0
1,43,28,0
1,43,29,0
1,43,30,0
1,43,31,0
1,43,32,0
1,43,33,0
1,43,34,0
1,43,35,0
1,43,36,0
1,43,37,0
1,43,38,0
1,43,39,0
1,43,40,0
1,43,41,0
1,43,42,0
1,43,43,0
1,43,44,0
1,43,45,0
1,43,46,0
1,43,47,0
1,43,48,0
1,44,1,0
1,44,2,0
1,44,3,0
1,44,4,0
1,44,5,0
1,44,6,0
1,44,7,0
1,44,8,0
1,44,9,0
1,44,10,0
1,44,11,0
1,44,12,0
1,44,13,0
1,44,14,0
1,44,15,0
1,44,16,0
1,44,17,0
1,44,18,0
1,44,19,0
1,44,20,0
1,44,21,0
1,44,22,0
1,44,23,0
1,44,24,0
1,44,25,0
1,44,26,0
1,44,27,0
1,44,28,0
1,44,29,0
1,44,30,0
1,44,31,0
1,44,32,0
1,44,33,0
1,44,34,0
1,44,35,0
1,44,36,0
1,44,37,0
1,44,38,0
1,44,39,0
1,44,40,0
1,44,41,0
1,44,42,0
1,44,43,0
1,44,44,0
1,44,45,0
1,44,46,0
1,44,47,0
1,44,48,0
1,45,1,0
1,45,2,0
1,45,3,0
1,45,4,0
1,45,5,0
1,45,6,0
1,45,7,0
1,45,8,0
1,45,9,0
1,45,10,0
1,45,11,0
1,45,12,0
1,45,13,0
1,45,14,0
1,45,15,0
1,45,16,0
1,45,17,0
1,45,18,0
1,45,19,0
1,45,20,0
1,45,21,0
1,45,22,0
1,45,23,0
1,45,24,0
1,45,25,0
1,45,26,0
1,45,27,0
1,45,28,0
1,45,29,0
1,45,30,0
1,45,31,0
1,45,32,0
1,45,33,0
1,45,34,0
1,45,35,0
1,45,36,0
1,45,37,0
1,45,38,0
1,45,39,0
1,45,40,0
1,45,41,0
1,45,42,0
1,45,43,0
1,45,44,0
1,45,45,0
1,45,46,0
1,45,47,0
1,45,48,0
1,46,1,0
1,46,2,0
1,46,3,0
1,46,4,0
1,46,5,0
1,46,6,0
1,46,7,0
1,46,8,0
1,46,9,0
1,46,10,0
1,46,11,0
1,46,12,0
1,46,13,0
1,46,14,0
1,46,15,0
1,46,16,0
1,46,17,0
1,46,18,0
1,46,19,0
1,46,20,0
1,46,21,0
1,46,22,0
1,46,23,0
1,46,24,0
1,46,25,0
1,46,26,0
1,46,27,0
1,46,28,0
1,46,29,0
1,46,30,0
1,46,31,0
1,46,32,0
1,46,33,0
1,46,34,0
1,46,35,0
1,46,36,0
1,46,37,0
1,46,38,0
1,46,39,0
1,46,40,0
1,46,41,0
1,46,42,0
1,46,43,0
1,46,44,0
1,46,45,0
1,46,46,0
1,46,47,0
1,46,48,0
1,47,1,0
1,47,2,0
1,47,3,0
1,47,4,0
1,47,5,0
1,47,6,0
1,47,7,0
1,47,8,0
1,47,9,0
1,47,10,0
1,47,11,0
1,47,12,0
1,47,13,0
1,47,14,0
1,47,15,0
1,47,16,0
1,47,17,0
1,47,18,0
1,47,19,0
1,47,20,0
1,47,21,0
1,47,22,0
1,47,23,0
1,47,24,0
1,47,25,0
1,47,26,0
1,47,27,0
1,47,28,0
1,47,29,0
1,47,30,0
1,47,31,0
1,47,32,0
1,47,33,0
1,47,34,0
1,47,35,0
1,47,36,0
1,47,37,0
1,47,38,0
1,47,39,0
1,47,40,0
1,47,41,0
1,47,42,0
1,47,43,0
1,47,44,0
1,47,45,0
1,47,46,0
1,47,47,0
1,47,48,0
1,48,1,0
1,48,2,0
1,48,3,0
1,48,4,0
1,48,5,0
1,48,6,0
1,48,7,0
1,48,8,0
1,48,9,0
1,48,10,0
1,48,11,0
1,48,12,0
1,48,13,0
1,48,14,0
1,48,15,0
1,48,16,0
1,48,17,0
1,48,18,0
1,48,19,0
1,48,20,0
1,48,21,0
1,48,22,0
1,48,23,0
1,48,24,0
1,48,25,0
1,48,26,0
1,48,27,0
1,48,28,0
1,48,29,0
1,48,30,0
1,48,31,0
1,48,32,0
1,48,33,0
1,48,34,0
1,48,35,0
1,48,36,0
1,48,37,0
1,48,38,0
1,48,39,0
1,48,40,0
1,48,41,0
1,48,42,0
1,48,43,0
1,48,44,0
1,48,45,0
1,48,46,0
1,48,47,0
1,48,48,0
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,1,5,0
2,1,6,0
2,1,7,0
2,1,8,0
2,1,9,0
2,1,10,0
2,1,11,0
2,1,12,0
2,1,13,0
2,1,14,0
2,1,15,0
2,1,16,0
2,1,17,0
2,1,18,0
2,1,19,0
2,1,20,0
2,1,21,0
2,1,22,0
2,1,23,0
2,1,24,0
2,1,25,0
2,1,26,0
2,1,27,0
2,1,28,0
2,1,29,0
2,1,30,0
2,1,31,0
2,1,32,0
2,1,33,0
2,1,34,0
2,1,35,0
2,1,36,0
2,1,37,0
2,1,38,0
2,1,39,0
2,1,40,0
2,1,41,0
2,1,42,0
2,1,43,0
2,1,44,0
2,1,45,0
2,1,46,0
2,1,47,0
2,1,48,0
2,2,1,0
2,2,2,0
2,2,3,0
2,2,4,0
2,2,5,0
2,2,6,0
2,2,7,0
2,2,8,0
2,2,9,0
2,2,10,0
2,2,11,0
2,2,12,0
2,2,13,0
2,2,14,0
2,2,15,0
2,2,16,0
2,2,17,0
2,2,18,0
2,2,19,0
2,2,20,0
2,2,21,0
2,2,22,0
2,2,23,0
2,2,24,0
2,2,25,0
2,2,26,0
2,2,27,0
2,2,28,0
2,2,29,0
2,2,30,0
2,2,31,0
2,2,32,0
2,2,33,0
2,2,34,0
2,2,35,0
2,2,36,0
2,2,37,0
2,2,38,0
2,2,39,0
2,2,40,0
2,2,41,0
2,2,42,0
2,2,43,0
2,2,44,0
2,2,45,0
2,2,46,0
2,2,47,0
2,2,48,0
2,3,1,0
2,3,2,0
2,3,3,0
2,3,4,0
2,3,5,0
2,3,6,0
2,3,7,0
2,3,8,0
2,3,9,0
2,3,10,0
2,3,11,0
2,3,12,0
2,3,13,0
2,3,14,0
2,3,15,0
2,3,16,0
2,3,17,0
2,3,18,0
2,3,19,0
2,3,20,0
2,3,21,0
2,3,22,0
2,3,23,0
2,3,24,0
2,3,25,0
2,3,26,0
2,3,27,0
2,3,28,0
2,3,29,0
2,3,30,0
2,3,31,0
2,3,32,0
2,3,33,0
2,3,34,0
2,3,35,0
2,3,36,0
2,3,37,0
2,3,38,0
2,3,39,0
2,3,40,0
2,3,41,0
2,3,42,0
2,3,43,0
2,3,44,0
2,3,45,0
2,3,46,0
2,3,47,0
2,3,48,0
2,4,1,0
2,4,2,0
2,4,3,0
2,4,4,0
2,4,5,0
2,4,6,0
2,4,7,0
2,4,8,0
2,4,9,0
2,4,10,0
2,4,11,0
2,4,12,0
2,4,13,0
2,4,14,0
2,4,15,0
2,4,16,0
2,4,17,0
2,4,18,0
2,4,19,0
2,4,20,0
2,4,21,0.003856122
2,4,22,0
2,4,23,0
2,4,24,0
2,4,25,0
2,4,26,0.002711521
2,4,27,0
2,4,28,0
2,4,29,0
2,4,30,0
2,4,31,0
2,4,32,0
2,4,33,0
2,4,34,0
2,4,35,0
2,4,36,0
2,4,37,0
2,4,38,0
2,4,39,0
2,4,40,0
2,4,41,0
2,4,42,0
2,4,43,0
2,4,44,0
2,4,45,0
2,4,46,0
2,4,47,0
2,4,48,0
2,5,1,0
2,5,2,0
2,5,3,0
2,5,4,0
2,5,5,0
2,5,6,0
2,5,7,0
2,5,8,0
2,5,9,0
2,5,10,0
2,5,11,0
2,5,12,0
2,5,13,0
2,5,14,0
2,5,15,0
2,5,16,0
2,5,17,0
2,5,18,0
2,5,19,0
2,5,20,0
2,5,21,0
2,5,22,0
2,5,23,0
2,5,24,0
2,5,25,0
2,5,26,0
2,5,27,0
2,5,28,0
2,5,29,0
2,5,30,0
2,5,31,0
2,5,32,0
2,5,33,0
2,5,34,0
2,5,35,0
2,5,36,0
2,5,37,0
2,5,38,0
2,5,39,0
2,5,40,0
2,5,41,0
2,5,42,0
2,5,43,0
2,5,44,0
2,5,45,0
2,5,46,0
2,5,47,0
2,5,48,0
2,6,1,0
2,6,2,0
2,6,3,0
2,6,4,0
2,6,5,0
2,6,6,0
2,6,7,0
2,6,8,0
2,6,9,0
2,6,10,0
2,6,11,0
2,6,12,0
2,6,13,0
2,6,14,0
2,6,15,0
2,6,16,0
2,6,17,0
2,6,18,0
2,6,19,0
2,6,20,0
2,6,21,0
2,6,22,0
2,6,23,0
2,6,24,0.002456934
2,6,25,0
2,6,26,0.005612129
2,6,27,0.003863807
2,6,28,0
2,6,29,0.004107714
2,6,30,0
2,6,31,0
2,6,32,0
2,6,33,0.005731734
2,6,34,0
2,6,35,0.006953241
2,6,36,0
2,6,37,0
2,6,38,0
2,6,39,0
2,6,40,0
2,6,41,0
2,6,42,0
2,6,43,0
2,6,44,0
2,6,45,0
2,6,46,0
2,6,47,0
2,6,48,0
2,7,1,0
2,7,2,0
2,7,3,0
2,7,4,0
2,7,5,0
2,7,6,0
2,7,7,0
2,7,8,0
2,7,9,0
2,7,10,0
2,7,11,0
2,7,12,0
2,7,13,0
2,7,14,0
2,7,15,0
2,7,16,0
2,7,17,0
2,7,18,0
2,7,19,0
2,7,20,0
2,7,21,0
2,7,22,0.018540777
2,7,23,0
2,7,24,0
2,7,25,0
2,7,26,0
2,7,27,0.014985423
2,7,28,0
2,7,29,0.00367601
2,7,30,0
2,7,31,0
2,7,32,0.013091936
2,7,33,0
2,7,34,0
2,7,35,0.003247625
2,7,36,0
2,7,37,0
2,7,38,0
2,7,39,0.003496846
2,7,40,0
2,7,41,0
2,7,42,0
2,7,43,0
2,7,44,0
2,7,45,0
2,7,46,0
2,7,47,0
2,7,48,0
2,8,1,0
2,8,2,0
2,8,3,0
2,8,4,0
2,8,5,0
2,8,6,0
2,8,7,0
2,8,8,0
2,8,9,0
2,8,10,0
2,8,11,0
2,8,12,0
2,8,13,0
2,8,14,0
2,8,15,0
2,8,16,0.016483837
2,8,17,0
2,8,18,0
2,8,19,0.00072727
2,8,20,0
2,8,21,0.011165348
2,8,22,0
2,8,23,0
2,8,24,0.009118402
2,8,25,0
2,8,26,0
2,8,27,0
2,8,28,0
2,8,29,0
2,8,30,0.006735115
2,8,31,0.004808474
2,8,32,0
2,8,33,0
2,8,34,0.003440162
2,8,35,0
2,8,36,0
2,8,37,0
2,8,38,0
2,8,39,0
2,8,40,0
2,8,41,0
2,8,42,0
2,8,43,0
2,8,44,0
2,8,45,0
2,8,46,0
2,8,47,0
2,8,48,0
2,9,1,0
2,9,2,0
2,9,3,0
2,9,4,0
2,9,5,0
2,9,6,0
2,9,7,0
2,9,8,0
2,9,9,0
2,9,10,0
2,9,11,0
2,9,12,0
2,9,13,0
2,9,14,0
2,9,15,0
2,9,16,0.002970768
2,9,17,0.01061721
2,9,18,0.001940418
2,9,19,0.011800025
2,9,20,0
2,9,21,0.012421511
2,9,22,0.003657506
2,9,23,0.003612994
2,9,24,0.049972762
2,9,25,0.004349606
2,9,26,0.001846759
2,9,27,0.000766261
2,9,28,0
2,9,29,0
2,9,30,0
2,9,31,0
2,9,32,0
2,9,33,0.005599145
2,9,34,0
2,9,35,0
2,9,36,0
2,9,37,0
2,9,38,0
2,9,39,0
2,9,40,0
2,9,41,0
2,9,42,0
2,9,43,0
2,9,44,0
2,9,45,0
2,9,46,0
2,9,47,0
2,9,48,0
2,10,1,0
2,10,2,0
2,10,3,0
2,10,4,0
2,10,5,0
2,10,6,0
2,10,7,0
2,10,8,0
2,10,9,0
2,10,10,0
2,10,11,0
2,10,12,0
2,10,13,0
2,10,14,0
2,10,15,0
2,10,16,0.006003458
2,10,17,0
2,10,18,0.003355426
2,10,19,0
2,10,20,0
2,10,21,0.002259241
2,10,22,0.015962468
2,10,23,0.052499874
2,10,24,0.008411851
2,10,25,0
2,10,26,0.006343541
2,10,27,0.022470872
2,10,28,0.015886474
2,10,29,0
2,10,30,0.011855461
2,10,31,0
2,10,32,0
2,10,33,0.002108165
2,10,34,0
2,10,35,0
2,10,36,0
2,10,37,0
2,10,38,0.000375431
2,10,39,0
2,10,40,0
2,10,41,0
2,10,42,0
2,10,43,0
2,10,44,0
2,10,45,0
2,10,46,0
2,10,47,0
2,10,48,0
2,11,1,0
2,11,2,0
2,11,3,0
2,11,4,0
2,11,5,0
2,11,6,0
2,11,7,0
2,11,8,0
2,11,9,0
2,11,10,0
2,11,11,0
2,11,12,0
2,11,13,0
2,11,14,0
2,11,15,0.004941856
2,11,16,0
2,11,17,0.002458384
2,11,18,0.002166036
2,11,19,0.002943155
2,11,20,0.003058088
2,11,21,0.020482131
2,11,22,0.003176973
2,11,23,0.026924675
2,11,24,0.005057764
2,11,25,0.002873647
2,11,26,0.009415871
2,11,27,0.019907217
2,11,28,0.003665012
2,11,29,0.007427
2,11,30,0.037318256
2,11,31,0
2,11,32,0
2,11,33,0.010250063
2,11,34,0
2,11,35,0
2,11,36,0
2,11,37,0.002158939
2,11,38,0.003420417
2,11,39,0
2,11,40,0
2,11,41,0
2,11,42,0
2,11,43,0
2,11,44,0
2,11,45,0
2,11,46,0
2,11,47,0
2,11,48,0
2,12,1,0
2,12,2,0
2,12,3,0
2,12,4,0
2,12,5,0
2,12,6,0
2,12,7,0
2,12,8,0
2,12,9,0
2,12,10,0
2,12,11,0
2,12,12,0
2,12,13,0
2,12,14,0
2,12,15,0
2,12,16,0.019936482
2,12,17,0.00363102
2,12,18,0.001930998
2,12,19,0.01735437
2,12,20,0
2,12,21,0.003665012
2,12,22,0
2,12,23,0
2,12,24,0.010742425
2,12,25,0.001359311
2,12,26,0.01082646
2,12,27,0.008485167
2,12,28,0
2,12,29,0.005282866
2,12,30,0
2,12,31,0
2,12,32,0.010119119
2,12,33,0
2,12,34,0
2,12,35,0
2,12,36,0
2,12,37,0.000841712
2,12,38,0
2,12,39,0
2,12,40,0
2,12,41,0
2,12,42,0
2,12,43,0
2,12,44,0
2,12,45,0
2,12,46,0
2,12,47,0
2,12,48,0
2,13,1,0
2,13,2,0
2,13,3,0
2,13,4,0
2,13,5,0
2,13,6,0
2,13,7,0
2,13,8,0
2,13,9,0
2,13,10,0
2,13,11,0
2,13,12,0
2,13,13,0
2,13,14,0
2,13,15,0.001668943
2,13,16,0
2,13,17,0
2,13,18,0.005457913
2,13,19,0
2,13,20,0.008965223
2,13,21,0
2,13,22,0
2,13,23,0
2,13,24,0.01203568
2,13,25,0.011645382
2,13,26,0
2,13,27,0
2,13,28,0
2,13,29,0.019980967
2,13,30,0
2,13,31,0
2,13,32,0
2,13,33,0.006046263
2,13,34,0
2,13,35,0.004120593
2,13,36,0.004404324
2,13,37,0
2,13,38,0
2,13,39,0
2,13,40,0
2,13,41,0
2,13,42,0
2,13,43,0
2,13,44,0
2,13,45,0
2,13,46,0
2,13,47,0
2,13,48,0
2,14,1,0
2,14,2,0
2,14,3,0
2,14,4,0
2,14,5,0
2,14,6,0
2,14,7,0
2,14,8,0
2,14,9,0
2,14,10,0
2,14,11,0
2,14,12,0
2,14,13,0
2,14,14,0
2,14,15,0
2,14,16,0
2,14,17,0.012875711
2,14,18,0
2,14,19,0.001510555
2,14,20,0
2,14,21,0
2,14,22,0.001545669
2,14,23,0
2,14,24,0
2,14,25,0
2,14,26,0.002662374
2,14,27,0
2,14,28,0.003376356
2,14,29,0.00611901
2,14,30,0
2,14,31,0.00561359
2,14,32,0
2,14,33,0
2,14,34,0
2,14,35,0
2,14,36,0.004056901
2,14,37,0
2,14,38,0
2,14,39,0
2,14,40,0
2,14,41,0
2,14,42,0
2,14,43,0
2,14,44,0
2,14,45,0
2,14,46,0
2,14,47,0
2,14,48,0
2,15,1,0
2,15,2,0
2,15,3,0
2,15,4,0
2,15,5,0
2,15,6,0
2,15,7,0
2,15,8,0
2,15,9,0
2,15,10,0
2,15,11,0
2,15,12,0
2,15,13,0
2,15,14,0
2,15,15,0
2,15,16,0
2,15,17,0
2,15,18,0
2,15,19,0
2,15,20,0
2,15,21,0
2,15,22,0
2,15,23,0.011532014
2,15,24,0.00538205
2,15,25,0
2,15,26,0
2,15,27,0
2,15,28,0
2,15,29,0
2,15,30,0.001767856
2,15,31,0.002763843
2,15,32,0
2,15,33,0.00091182
2,15,34,0.009275346
2,15,35,0
2,15,36,0
2,15,37,0
2,15,38,0
2,15,39,0
2,15,40,0
2,15,41,0
2,15,42,0
2,15,43,0
2,15,44,0
2,15,45,0
2,15,46,0
2,15,47,0
2,15,48,0
2,16,1,0
2,16,2,0
2,16,3,0
2,16,4,0
2,16,5,0
2,16,6,0
2,16,7,0
2,16,8,0
2,16,9,0
2,16,10,0
2,16,11,0
2,16,12,0
2,16,13,0
2,16,14,0
2,16,15,0
2,16,16,0
2,16,17,0
2,16,18,0
2,16,19,0
2,16,20,0
2,16,21,0
2,16,22,0
2,16,23,0.003780113
2,16,24,0.004696097
2,16,25,0
2,16,26,0
2,16,27,0
2,16,28,0
2,16,29,0
2,16,30,0.002655249
2,16,31,0
2,16,32,0
2,16,33,0
2,16,34,0
2,16,35,0
2,16,36,0
2,16,37,0
2,16,38,0
2,16,39,0
2,16,40,0
2,16,41,0
2,16,42,0
2,16,43,0
2,16,44,0
2,16,45,0
2,16,46,0
2,16,47,0
2,16,48,0
2,17,1,0
2,17,2,0
2,17,3,0
2,17,4,0
2,17,5,0
2,17,6,0
2,17,7,0
2,17,8,0
2,17,9,0
2,17,10,0
2,17,11,0
2,17,12,0
2,17,13,0
2,17,14,0
2,17,15,0
2,17,16,0
2,17,17,0
2,17,18,0
2,17,19,0
2,17,20,0
2,17,21,0
2,17,22,0
2,17,23,0.00336389
2,17,24,0.006332681
2,17,25,0
2,17,26,0.002978597
2,17,27,0.004801022
2,17,28,0
2,17,29,0.00193317
2,17,30,0
2,17,31,0.003194607
2,17,32,0
2,17,33,0
2,17,34,0
2,17,35,0
2,17,36,0
2,17,37,0
2,17,38,0
2,17,39,0
2,17,40,0
2,17,41,0
2,17,42,0
2,17,43,0
2,17,44,0
2,17,45,0
2,17,46,0
2,17,47,0
2,17,48,0
2,18,1,0
2,18,2,0
2,18,3,0
2,18,4,0
2,18,5,0
2,18,6,0
2,18,7,0
